col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Member Of - Democratic State Committee 2nd Senatorial District,,,,Representative In Congress 13th District - Democrat,,,,1
,James Harrity,Marnie Aument Loughrey,Donna J Derose,Frank T Brzozowski,Brendan F Boyle,Daylin Leach,Marjorie Margolies,Val Arkoosh,1
James Harrity,17,14,13,14,0,0,0,0,1
Marnie Aument Loughrey,,11,16,13,0,0,0,0,1
Donna J Derose,,,6,15,0,0,0,0,1
Frank T Brzozowski,,,,5,0,0,0,0,1
Brendan F Boyle,,,,,0,0,0,0,1
Daylin Leach,,,,,,0,0,0,1
Marjorie Margolies,,,,,,,0,0,1
Val Arkoosh,,,,,,,,0,1
Total,33,30,25,22,0,0,0,0,1
,Member Of - Democratic State Committee 2nd Senatorial District,,,,Representative In Congress 13th District - Democrat,,,,2
,James Harrity,Frank T Brzozowski,Marnie Aument Loughrey,Donna J Derose,Brendan F Boyle,Daylin Leach,Marjorie Margolies,Val Arkoosh,2
James Harrity,13,16,17,15,0,0,0,0,2
Frank T Brzozowski,,6,15,16,0,0,0,0,2
Marnie Aument Loughrey,,,4,14,0,0,0,0,2
Donna J Derose,,,,5,0,0,0,0,2
Brendan F Boyle,,,,,0,0,0,0,2
Daylin Leach,,,,,,0,0,0,2
Marjorie Margolies,,,,,,,0,0,2
Val Arkoosh,,,,,,,,0,2
Total,32,24,22,21,0,0,0,0,2
,Member Of - Democratic State Committee 2nd Senatorial District,,,,Representative In Congress 13th District - Democrat,,,,3
,James Harrity,Marnie Aument Loughrey,Donna J Derose,Frank T Brzozowski,Brendan F Boyle,Daylin Leach,Marjorie Margolies,Val Arkoosh,3
James Harrity,9,10,8,9,0,0,0,0,3
Marnie Aument Loughrey,,7,10,9,0,0,0,0,3
Donna J Derose,,,3,9,0,0,0,0,3
Frank T Brzozowski,,,,3,0,0,0,0,3
Brendan F Boyle,,,,,0,0,0,0,3
Daylin Leach,,,,,,0,0,0,3
Marjorie Margolies,,,,,,,0,0,3
Val Arkoosh,,,,,,,,0,3
Total,20,20,14,14,0,0,0,0,3
,Member Of - Democratic State Committee 2nd Senatorial District,,,,Representative In Congress 13th District - Democrat,,,,4
,James Harrity,Marnie Aument Loughrey,Donna J Derose,Frank T Brzozowski,Brendan F Boyle,Daylin Leach,Marjorie Margolies,Val Arkoosh,4
James Harrity,23,22,19,21,0,0,0,0,4
Marnie Aument Loughrey,,12,19,18,0,0,0,0,4
Donna J Derose,,,6,20,0,0,0,0,4
Frank T Brzozowski,,,,4,0,0,0,0,4
Brendan F Boyle,,,,,0,0,0,0,4
Daylin Leach,,,,,,0,0,0,4
Marjorie Margolies,,,,,,,0,0,4
Val Arkoosh,,,,,,,,0,4
Total,50,36,29,29,0,0,0,0,4
,Member Of - Democratic State Committee 2nd Senatorial District,,,,Representative In Congress 13th District - Democrat,,,,5
,Marnie Aument Loughrey,James Harrity,Donna J Derose,Frank T Brzozowski,Brendan F Boyle,Daylin Leach,Marjorie Margolies,Val Arkoosh,5
Marnie Aument Loughrey,16,13,14,12,0,0,0,0,5
James Harrity,,13,12,11,0,0,0,0,5
Donna J Derose,,,9,11,0,0,0,0,5
Frank T Brzozowski,,,,4,0,0,0,0,5
Brendan F Boyle,,,,,0,0,0,0,5
Daylin Leach,,,,,,0,0,0,5
Marjorie Margolies,,,,,,,0,0,5
Val Arkoosh,,,,,,,,0,5
Total,34,29,25,17,0,0,0,0,5
,Member Of - Democratic State Committee 2nd Senatorial District,,,,Representative In Congress 13th District - Democrat,,,,6
,James Harrity,Marnie Aument Loughrey,Donna J Derose,Frank T Brzozowski,Brendan F Boyle,Daylin Leach,Marjorie Margolies,Val Arkoosh,6
James Harrity,10,22,18,17,0,0,0,0,6
Marnie Aument Loughrey,,4,16,17,0,0,0,0,6
Donna J Derose,,,4,19,0,0,0,0,6
Frank T Brzozowski,,,,2,0,0,0,0,6
Brendan F Boyle,,,,,0,0,0,0,6
Daylin Leach,,,,,,0,0,0,6
