col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,Sheriff,,Council At Large,,,,,,,,,,,,,,,,,,All
,Rochelle Bilal,Write-In,Helen Gym,Isaiah Thomas,Katherine Gilmore Richardson,Derek S Green,Allan Domb,Kendra Brooks,David Oh,Al Taubenberger,Nicolas O'Rourke,Dan Tinney,Bill Heeney,Matt Wolfe,Sherrie Cohen,Joe Cox,Maj Toure,Steve Cherniavsky,Clarc King,Write-In,All
Rochelle Bilal,893,0,"194,218","188,130","182,299","182,093","174,274","51,060","16,435","10,122","39,179","9,179","6,748","6,597","7,267","6,913","4,047","2,267","2,141",444,All
Write-In,,7,110,86,103,105,133,108,198,197,80,190,195,186,40,68,57,38,25,95,All
Helen Gym,,,440,"175,071","171,646","169,748","166,554","40,780","9,195","4,357","30,832","3,347","1,862","1,948","5,682","4,706","1,933","1,247",847,216,All
Isaiah Thomas,,,,763,"170,253","171,516","160,181","31,159","6,347","2,782","23,870","2,452","1,235",941,"2,673","2,865","1,828",668,854,248,All
Katherine Gilmore Richardson,,,,,316,"166,473","158,746","27,585","4,197","3,267","19,856","3,745","1,723","1,778","2,766","2,298","1,341",665,831,177,All
Derek S Green,,,,,,405,"160,835","24,871","6,806","3,518","17,184","2,806",948,"1,596","3,144","2,533","1,720",770,735,219,All
Allan Domb,,,,,,,"1,204","16,383","11,474","6,788","9,860","6,699","4,352","3,907","2,185","1,867","1,361","1,009",510,195,All
Kendra Brooks,,,,,,,,196,"4,083","1,235","44,170","1,803",613,792,"5,628","4,990","2,058","1,439","1,107",184,All
David Oh,,,,,,,,,"1,306","36,896","2,585","34,594","34,632","34,219","1,327","1,291","1,576",793,633,101,All
Al Taubenberger,,,,,,,,,,962,768,"36,602","35,396","34,114",810,647,"1,073",599,233,65,All
Nicolas O'Rourke,,,,,,,,,,,34,743,651,670,"3,385","3,484","1,154",964,783,141,All
Dan Tinney,,,,,,,,,,,,884,"35,418","34,176",537,617,883,531,253,43,All
Bill Heeney,,,,,,,,,,,,,"1,078","34,890",414,578,903,388,290,52,All
Matt Wolfe,,,,,,,,,,,,,,542,525,658,"1,082",517,318,39,All
Sherrie Cohen,,,,,,,,,,,,,,,108,"1,671",956,830,415,57,All
Joe Cox,,,,,,,,,,,,,,,,62,"1,162","1,099","1,652",63,All
Maj Toure,,,,,,,,,,,,,,,,,364,727,564,44,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,36,418,10,All
Clarc King,,,,,,,,,,,,,,,,,,,15,13,All
Write-In,,,,,,,,,,,,,,,,,,,,22,All
Total,"232,076",482,"204,792","195,863","188,985","188,983","185,846","60,029","53,491","47,303","46,388","46,024","43,016","41,122","9,086","8,844","6,144","3,464","2,947",744,All
