col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,President Of The United States - Republican,,,,United States Senator - Republican,,,,,All
,Mitt Romney,Ron Paul,Rick Santorum,Newt Gingrich,Tom Smith,David Alan Christian,Steven D Welch,Sam Rohrer,Marc A Scaringi,All
Mitt Romney,"1,337",0,0,0,"3,765","2,887","2,705",589,788,All
Ron Paul,,460,0,0,810,456,350,356,185,All
Rick Santorum,,,212,0,916,378,283,312,89,All
Newt Gingrich,,,,275,419,684,329,116,159,All
Tom Smith,,,,,163,0,0,0,0,All
David Alan Christian,,,,,,109,0,0,0,All
Steven D Welch,,,,,,,152,0,0,All
Sam Rohrer,,,,,,,,32,0,All
Marc A Scaringi,,,,,,,,,52,All
Total,"12,071","2,617","2,190","1,982","6,073","4,514","3,819","1,405","1,273",All
