col_1,col_2,col_3,col_4,col_5,col_6,division
,Representative In Congress 13th District - Republican,President Of The United States - Republican,,,,All
,Joseph James Rooney,Mitt Romney,Rick Santorum,Newt Gingrich,Ron Paul,All
Joseph James Rooney,0,26,17,15,3,All
Mitt Romney,,34,0,0,0,All
Rick Santorum,,,19,0,0,All
Newt Gingrich,,,,9,0,All
Ron Paul,,,,,9,All
Total,61,60,36,24,12,All
,President Of The United States - Republican,,,,Representative In Congress 13th District - Republican,1
,Mitt Romney,Newt Gingrich,Ron Paul,Rick Santorum,Joseph James Rooney,1
Mitt Romney,6,0,0,0,0,1
Newt Gingrich,,2,0,0,0,1
Ron Paul,,,2,0,0,1
Rick Santorum,,,,1,0,1
Joseph James Rooney,,,,,0,1
Total,6,2,2,1,0,1
,President Of The United States - Republican,,,,Representative In Congress 13th District - Republican,2
,Mitt Romney,Newt Gingrich,Rick Santorum,Ron Paul,Joseph James Rooney,2
Mitt Romney,3,0,0,0,0,2
Newt Gingrich,,2,0,0,0,2
Rick Santorum,,,1,0,0,2
Ron Paul,,,,0,0,2
Joseph James Rooney,,,,,0,2
Total,3,2,1,0,0,2
,Representative In Congress 13th District - Republican,President Of The United States - Republican,,,,3
,Joseph James Rooney,Mitt Romney,Newt Gingrich,Rick Santorum,Ron Paul,3
Joseph James Rooney,0,3,2,0,0,3
Mitt Romney,,0,0,0,0,3
Newt Gingrich,,,0,0,0,3
Rick Santorum,,,,1,0,3
Ron Paul,,,,,0,3
Total,5,3,2,1,0,3
,Representative In Congress 13th District - Republican,President Of The United States - Republican,,,,4
,Joseph James Rooney,Rick Santorum,Ron Paul,Mitt Romney,Newt Gingrich,4
Joseph James Rooney,0,3,0,1,1,4
Rick Santorum,,2,0,0,0,4
Ron Paul,,,2,0,0,4
Mitt Romney,,,,0,0,4
Newt Gingrich,,,,,0,4
Total,5,5,2,1,1,4
,Representative In Congress 13th District - Republican,President Of The United States - Republican,,,,5
,Joseph James Rooney,Mitt Romney,Newt Gingrich,Rick Santorum,Ron Paul,5
Joseph James Rooney,0,1,2,2,0,5
Mitt Romney,,1,0,0,0,5
Newt Gingrich,,,0,0,0,5
Rick Santorum,,,,0,0,5
Ron Paul,,,,,1,5
Total,5,2,2,2,1,5
,President Of The United States - Republican,,,,Representative In Congress 13th District - Republican,6
,Mitt Romney,Newt Gingrich,Rick Santorum,Ron Paul,Joseph James Rooney,6
Mitt Romney,4,0,0,0,0,6
Newt Gingrich,,2,0,0,0,6
Rick Santorum,,,2,0,0,6
Ron Paul,,,,0,0,6
Joseph James Rooney,,,,,0,6
Total,4,2,2,0,0,6
,President Of The United States - Republican,,,,Representative In Congress 13th District - Republican,7
,Mitt Romney,Ron Paul,Rick Santorum,Newt Gingrich,Joseph James Rooney,7
Mitt Romney,3,0,0,0,0,7
Ron Paul,,3,0,0,0,7
Rick Santorum,,,2,0,0,7
Newt Gingrich,,,,0,0,7
Joseph James Rooney,,,,,0,7
Total,3,3,2,0,0,7
,President Of The United States - Republican,,,,Representative In Congress 13th District - Republican,8
,Rick Santorum,Mitt Romney,Newt Gingrich,Ron Paul,Joseph James Rooney,8
Rick Santorum,1,0,0,0,1,8
Mitt Romney,,0,0,0,0,8
Newt Gingrich,,,0,0,0,8
Ron Paul,,,,0,0,8
Joseph James Rooney,,,,,0,8
Total,2,0,0,0,1,8
,Representative In Congress 13th District - Republican,President Of The United States - Republican,,,,9
,Joseph James Rooney,Newt Gingrich,Mitt Romney,Rick Santorum,Ron Paul,9
Joseph James Rooney,0,2,1,0,0,9
Newt Gingrich,,0,0,0,0,9
Mitt Romney,,,0,0,0,9
Rick Santorum,,,,0,0,9
Ron Paul,,,,,0,9
Total,3,2,1,0,0,9
,Representative In Congress 13th District - Republican,President Of The United States - Republican,,,,10
,Joseph James Rooney,Mitt Romney,Newt Gingrich,Rick Santorum,Ron Paul,10
Joseph James Rooney,0,1,2,1,0,10
Mitt Romney,,1,0,0,0,10
Newt Gingrich,,,0,0,0,10
Rick Santorum,,,,0,0,10
Ron Paul,,,,,0,10
Total,4,2,2,1,0,10
,Representative In Congress 13th District - Republican,President Of The United States - Republican,,,,11
,Joseph James Rooney,Mitt Romney,Newt Gingrich,Rick Santorum,Ron Paul,11
Joseph James Rooney,0,1,1,1,0,11
Mitt Romney,,2,0,0,0,11
Newt Gingrich,,,1,0,0,11
Rick Santorum,,,,0,0,11
Ron Paul,,,,,0,11
Total,3,3,2,1,0,11
,Representative In Congress 13th District - Republican,President Of The United States - Republican,,,,12
,Joseph James Rooney,Mitt Romney,Newt Gingrich,Rick Santorum,Ron Paul,12
Joseph James Rooney,0,1,0,0,0,12
Mitt Romney,,0,0,0,0,12
Newt Gingrich,,,0,0,0,12
Rick Santorum,,,,0,0,12
Ron Paul,,,,,0,12
Total,1,1,0,0,0,12
,Representative In Congress 13th District - Republican,President Of The United States - Republican,,,,13
,Joseph James Rooney,Newt Gingrich,Mitt Romney,Rick Santorum,Ron Paul,13
Joseph James Rooney,0,1,1,1,0,13
Newt Gingrich,,1,0,0,0,13
Mitt Romney,,,0,0,0,13
Rick Santorum,,,,0,0,13
Ron Paul,,,,,0,13
Total,3,2,1,1,0,13
,President Of The United States - Republican,,,,Representative In Congress 13th District - Republican,14
,Mitt Romney,Newt Gingrich,Rick Santorum,Ron Paul,Joseph James Rooney,14
Mitt Romney,1,0,0,0,2,14
Newt Gingrich,,0,0,0,0,14
Rick Santorum,,,0,0,0,14
Ron Paul,,,,0,0,14
Joseph James Rooney,,,,,0,14
Total,3,0,0,0,2,14
,Representative In Congress 13th District - Republican,President Of The United States - Republican,,,,15
,Joseph James Rooney,Ron Paul,Newt Gingrich,Rick Santorum,Mitt Romney,15
Joseph James Rooney,0,2,1,0,0,15
Ron Paul,,0,0,0,0,15
Newt Gingrich,,,0,0,0,15
Rick Santorum,,,,1,0,15
Mitt Romney,,,,,0,15
Total,3,2,1,1,0,15
,Representative In Congress 13th District - Republican,President Of The United States - Republican,,,,16
,Joseph James Rooney,Mitt Romney,Newt Gingrich,Rick Santorum,Ron Paul,16
Joseph James Rooney,0,2,1,0,0,16
Mitt Romney,,0,0,0,0,16
Newt Gingrich,,,0,0,0,16
Rick Santorum,,,,0,0,16
Ron Paul,,,,,0,16
Total,3,2,1,0,0,16
,President Of The United States - Republican,,,,Representative In Congress 13th District - Republican,17
,Mitt Romney,Rick Santorum,Newt Gingrich,Ron Paul,Joseph James Rooney,17
Mitt Romney,4,0,0,0,0,17
Rick Santorum,,3,0,0,0,17
Newt Gingrich,,,0,0,0,17
Ron Paul,,,,0,0,17
Joseph James Rooney,,,,,0,17
Total,4,3,0,0,0,17
,Representative In Congress 13th District - Republican,President Of The United States - Republican,,,,18
,Joseph James Rooney,Mitt Romney,Rick Santorum,Newt Gingrich,Ron Paul,18
Joseph James Rooney,0,3,2,0,0,18
Mitt Romney,,1,0,0,0,18
Rick Santorum,,,0,0,0,18
Newt Gingrich,,,,0,0,18
Ron Paul,,,,,0,18
Total,5,4,2,0,0,18
,Representative In Congress 13th District - Republican,President Of The United States - Republican,,,,19
,Joseph James Rooney,Rick Santorum,Mitt Romney,Newt Gingrich,Ron Paul,19
Joseph James Rooney,0,2,1,1,0,19
Rick Santorum,,1,0,0,0,19
Mitt Romney,,,0,0,0,19
Newt Gingrich,,,,0,0,19
Ron Paul,,,,,0,19
Total,4,3,1,1,0,19
,Representative In Congress 13th District - Republican,President Of The United States - Republican,,,,20
