col_1,col_2,col_3,col_4,division
,District Council 7th District - Democrat,,Sheriff - Democrat,All
,Maria Quinones Sanchez,Manny Morales,Jewell Williams,All
Maria Quinones Sanchez,268,0,471,All
Manny Morales,,199,224,All
Jewell Williams,,,43,All
Total,739,423,738,All
,District Council 7th District - Democrat,,Sheriff - Democrat,1
,Maria Quinones Sanchez,Manny Morales,Jewell Williams,1
Maria Quinones Sanchez,28,0,50,1
Manny Morales,,10,19,1
Jewell Williams,,,5,1
Total,78,29,74,1
,District Council 7th District - Democrat,,Sheriff - Democrat,2
,Maria Quinones Sanchez,Manny Morales,Jewell Williams,2
Maria Quinones Sanchez,25,0,20,2
Manny Morales,,21,18,2
Jewell Williams,,,0,2
Total,45,39,38,2
,District Council 7th District - Democrat,,Sheriff - Democrat,3
,Manny Morales,Maria Quinones Sanchez,Jewell Williams,3
Manny Morales,46,0,12,3
Maria Quinones Sanchez,,12,26,3
Jewell Williams,,,2,3
Total,58,38,40,3
,District Council 7th District - Democrat,,Sheriff - Democrat,4
,Maria Quinones Sanchez,Manny Morales,Jewell Williams,4
Maria Quinones Sanchez,14,0,40,4
Manny Morales,,5,8,4
Jewell Williams,,,1,4
Total,54,13,49,4
,Sheriff - Democrat,District Council 7th District - Democrat,,5
,Jewell Williams,Maria Quinones Sanchez,Manny Morales,5
Jewell Williams,3,44,24,5
Maria Quinones Sanchez,,16,0,5
Manny Morales,,,8,5
Total,71,60,32,5
,Sheriff - Democrat,District Council 7th District - Democrat,,6
,Jewell Williams,Maria Quinones Sanchez,Manny Morales,6
Jewell Williams,4,18,17,6
Maria Quinones Sanchez,,14,0,6
Manny Morales,,,14,6
Total,39,32,31,6
,District Council 7th District - Democrat,,Sheriff - Democrat,7
,Maria Quinones Sanchez,Manny Morales,Jewell Williams,7
Maria Quinones Sanchez,29,0,45,7
Manny Morales,,15,14,7
Jewell Williams,,,1,7
Total,74,29,60,7
,Sheriff - Democrat,District Council 7th District - Democrat,,8
,Jewell Williams,Maria Quinones Sanchez,Manny Morales,8
Jewell Williams,2,37,19,8
Maria Quinones Sanchez,,16,0,8
Manny Morales,,,9,8
Total,58,53,28,8
,District Council 7th District - Democrat,,Sheriff - Democrat,9
,Maria Quinones Sanchez,Manny Morales,Jewell Williams,9
Maria Quinones Sanchez,27,0,23,9
Manny Morales,,19,14,9
Jewell Williams,,,2,9
Total,50,33,39,9
,District Council 7th District - Democrat,,Sheriff - Democrat,10
,Maria Quinones Sanchez,Manny Morales,Jewell Williams,10
Maria Quinones Sanchez,19,0,27,10
Manny Morales,,7,13,10
Jewell Williams,,,3,10
Total,46,20,43,10
,Sheriff - Democrat,District Council 7th District - Democrat,,11
,Jewell Williams,Maria Quinones Sanchez,Manny Morales,11
Jewell Williams,5,38,20,11
Maria Quinones Sanchez,,15,0,11
Manny Morales,,,9,11
Total,63,53,29,11
,Sheriff - Democrat,District Council 7th District - Democrat,,14
,Jewell Williams,Maria Quinones Sanchez,Manny Morales,14
Jewell Williams,9,57,21,14
Maria Quinones Sanchez,,18,0,14
Manny Morales,,,9,14
Total,87,75,30,14
,District Council 7th District - Democrat,,Sheriff - Democrat,22
,Maria Quinones Sanchez,Manny Morales,Jewell Williams,22
Maria Quinones Sanchez,17,0,35,22
Manny Morales,,12,12,22
Jewell Williams,,,2,22
Total,52,24,49,22
,District Council 7th District - Democrat,,Sheriff - Democrat,23
,Maria Quinones Sanchez,Manny Morales,Jewell Williams,23
Maria Quinones Sanchez,18,0,11,23
Manny Morales,,15,13,23
Jewell Williams,,,4,23
Total,29,28,28,23
