col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,order,division
,Representative In Congress 2nd District - Democrat,,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,All
,Brendan F Boyle,Michele Lawrence,James Harrity,Mona Getzes Cohen,Meagan Ingerson,Erica Vanstone,Catherine Bartch,Richard Lombardo,Frank T Brzozowski,Marnie Aument Loughrey,Billy Cortes,2,All
Brendan F Boyle,"17,141",0,"3,953","3,125","2,981","3,119","2,926","2,950","2,676","2,386","2,282",3,All
Michele Lawrence,,"9,261","1,974","2,353","2,263","1,653","1,324","1,244","1,075","1,129","1,042",4,All
James Harrity,,,92,"3,454","3,542","3,710","3,140","3,525","3,174","2,728","2,779",5,All
Mona Getzes Cohen,,,,165,"3,871","3,023","2,431","2,430","2,051","1,920","1,829",6,All
Meagan Ingerson,,,,,89,"3,220","2,543","2,496","2,187","2,055","1,834",7,All
Erica Vanstone,,,,,,14,"3,534","3,554","3,212","3,037","2,883",8,All
Catherine Bartch,,,,,,,24,"2,960","2,595","2,919","2,528",9,All
Richard Lombardo,,,,,,,,24,"3,104","2,564","2,707",10,All
Frank T Brzozowski,,,,,,,,,10,"2,307","2,395",11,All
Marnie Aument Loughrey,,,,,,,,,,7,"2,255",12,All
Billy Cortes,,,,,,,,,,,16,13,All
Total,"23,300","12,828","6,230","5,788","5,481","4,964","4,425","4,384","3,921","3,651","3,466",14,All
