col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,order,division
,Representative In Congress 2nd District - Democrat,,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,All
,Brendan F Boyle,Michele Lawrence,David Rodriguez,Jaime Bouldin,Sharon Vaughn,Humberto Perez,Barbara Carroll,Latrice Y Bryant,Dustin Morris,Robert Taylor,Jonathan M Gary,2,All
Brendan F Boyle,119,0,339,270,275,238,190,168,156,153,143,3,All
Michele Lawrence,,38,210,237,167,198,132,120,117,109,108,4,All
David Rodriguez,,,27,347,305,358,278,256,251,248,242,5,All
Jaime Bouldin,,,,17,285,339,269,249,256,247,243,6,All
Sharon Vaughn,,,,,19,278,297,265,260,248,238,7,All
Humberto Perez,,,,,,13,269,253,248,242,236,8,All
Barbara Carroll,,,,,,,3,260,248,241,234,9,All
Latrice Y Bryant,,,,,,,,2,234,243,242,10,All
Dustin Morris,,,,,,,,,0,234,231,11,All
Robert Taylor,,,,,,,,,,2,236,12,All
Jonathan M Gary,,,,,,,,,,,0,13,All
Total,668,421,596,538,479,467,337,297,279,270,258,14,All
,Representative In Congress 2nd District - Democrat,,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,1
,Brendan F Boyle,Michele Lawrence,David Rodriguez,Sharon Vaughn,Humberto Perez,Jaime Bouldin,Barbara Carroll,Latrice Y Bryant,Dustin Morris,Jonathan M Gary,Robert Taylor,2,1
Brendan F Boyle,5,0,16,14,11,10,9,7,6,7,6,3,1
Michele Lawrence,,0,10,8,10,10,5,6,5,5,5,4,1
David Rodriguez,,,1,14,22,18,14,12,12,12,11,5,1
Sharon Vaughn,,,,3,14,11,13,11,11,10,10,6,1
Humberto Perez,,,,,0,17,14,12,12,12,11,7,1
Jaime Bouldin,,,,,,1,11,11,11,11,11,8,1
Barbara Carroll,,,,,,,0,11,12,10,10,9,1
Latrice Y Bryant,,,,,,,,0,10,11,11,10,1
Dustin Morris,,,,,,,,,0,10,10,11,1
Jonathan M Gary,,,,,,,,,,0,11,12,1
Robert Taylor,,,,,,,,,,,0,13,1
Total,29,16,29,27,23,22,15,13,12,12,11,14,1
,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,Representative In Congress 2nd District - Democrat,,1,2
,David Rodriguez,Sharon Vaughn,Barbara Carroll,Dustin Morris,Humberto Perez,Jaime Bouldin,Jonathan M Gary,Latrice Y Bryant,Robert Taylor,Brendan F Boyle,Michele Lawrence,2,2
David Rodriguez,1,11,10,8,10,9,8,8,8,10,10,3,2
Sharon Vaughn,,0,10,9,8,8,7,8,8,9,7,4,2
Barbara Carroll,,,0,9,9,8,8,7,8,5,6,5,2
Dustin Morris,,,,0,8,8,8,7,7,5,6,6,2
Humberto Perez,,,,,0,8,8,7,7,4,6,7,2
Jaime Bouldin,,,,,,0,7,7,7,5,5,8,2
Jonathan M Gary,,,,,,,0,7,7,3,5,9,2
Latrice Y Bryant,,,,,,,,0,7,4,4,10,2
Robert Taylor,,,,,,,,,0,3,5,11,2
Brendan F Boyle,,,,,,,,,,4,0,12,2
Michele Lawrence,,,,,,,,,,,1,13,2
Total,21,16,11,11,10,10,8,8,8,18,13,14,2
,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,Representative In Congress 2nd District - Democrat,,1,3
,David Rodriguez,Jaime Bouldin,Sharon Vaughn,Humberto Perez,Barbara Carroll,Latrice Y Bryant,Robert Taylor,Jonathan M Gary,Dustin Morris,Brendan F Boyle,Michele Lawrence,2,3
David Rodriguez,5,10,9,12,9,8,8,7,6,22,8,3,3
Jaime Bouldin,,1,6,10,6,7,7,7,6,6,8,4,3
Sharon Vaughn,,,0,7,8,5,6,5,6,8,6,5,3
Humberto Perez,,,,0,8,8,7,7,6,8,5,6,3
Barbara Carroll,,,,,0,6,6,5,6,5,4,7,3
Latrice Y Bryant,,,,,,0,7,7,5,4,4,8,3
Robert Taylor,,,,,,,0,7,5,3,5,9,3
Jonathan M Gary,,,,,,,,0,5,3,4,10,3
Dustin Morris,,,,,,,,,0,3,3,11,3
Brendan F Boyle,,,,,,,,,,4,0,12,3
Michele Lawrence,,,,,,,,,,,0,13,3
Total,35,15,14,13,9,8,8,7,6,31,13,14,3
,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,Representative In Congress 2nd District - Democrat,,1,4
