col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Governor - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,All
,Tom Wolf,Rhea Powell,Marylouise Isaacson,Tom Young,Andi Perez,Micah Mahjoubian,Darrell L Clarke,Mariel J K Martin,Amanda Mcillmurray,Noam Kugelmass,Judi Golding Baker,Joe Celentano,Matthew D Myers,Jon Geeting,All
Tom Wolf,"1,016",66,61,61,60,55,55,50,48,41,39,32,30,26,All
Rhea Powell,,0,44,38,39,34,26,36,41,34,28,25,12,17,All
Marylouise Isaacson,,,0,36,41,36,32,38,38,26,25,20,19,20,All
Tom Young,,,,0,37,37,32,31,25,31,19,29,23,18,All
Andi Perez,,,,,0,35,33,38,29,22,25,22,24,19,All
Micah Mahjoubian,,,,,,1,25,27,27,25,19,20,20,14,All
Darrell L Clarke,,,,,,,0,30,26,14,23,13,25,12,All
Mariel J K Martin,,,,,,,,1,30,20,22,14,21,12,All
Amanda Mcillmurray,,,,,,,,,0,24,26,13,13,14,All
Noam Kugelmass,,,,,,,,,,0,17,19,8,13,All
Judi Golding Baker,,,,,,,,,,,0,12,14,7,All
Joe Celentano,,,,,,,,,,,,0,9,10,All
Matthew D Myers,,,,,,,,,,,,,0,7,All
Jon Geeting,,,,,,,,,,,,,,0,All
Total,"1,127",67,62,61,60,56,55,51,49,41,39,32,30,26,All
,Governor - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1
,Tom Wolf,Amanda Mcillmurray,Andi Perez,Darrell L Clarke,Joe Celentano,Jon Geeting,Judi Golding Baker,Mariel J K Martin,Marylouise Isaacson,Matthew D Myers,Micah Mahjoubian,Noam Kugelmass,Rhea Powell,Tom Young,1
Tom Wolf,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Amanda Mcillmurray,,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Andi Perez,,,0,0,0,0,0,0,0,0,0,0,0,0,1
Darrell L Clarke,,,,0,0,0,0,0,0,0,0,0,0,0,1
Joe Celentano,,,,,0,0,0,0,0,0,0,0,0,0,1
Jon Geeting,,,,,,0,0,0,0,0,0,0,0,0,1
