col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,United States Senator - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,All
,Bob Casey Jr,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Lisa Rhodes,Linda Norris,Kevin Bundy,Monica Maria Djerassi,John Brady,Rebecca Poyourow,Nat Lownes,Joe Khan,Jacque Whaumbush,All
Bob Casey Jr,176,"1,184",975,975,784,588,565,529,527,262,234,206,164,152,All
Kathryn S Huggins,,27,813,825,687,501,489,457,468,203,205,171,133,114,All
Ken Washington,,,9,791,692,447,436,424,415,175,147,148,112,88,All
Dewayne Drummond,,,,5,674,447,445,421,420,167,160,143,108,93,All
Liam G Boyle,,,,,2,351,350,337,350,108,104,104,57,45,All
Lisa Rhodes,,,,,,8,479,139,398,116,106,69,75,97,All
Linda Norris,,,,,,,2,141,399,113,111,71,76,90,All
Kevin Bundy,,,,,,,,7,128,153,120,135,76,59,All
Monica Maria Djerassi,,,,,,,,,1,98,116,75,77,69,All
John Brady,,,,,,,,,,5,89,79,62,51,All
Rebecca Poyourow,,,,,,,,,,,1,91,57,51,All
Nat Lownes,,,,,,,,,,,,2,60,39,All
Joe Khan,,,,,,,,,,,,,0,47,All
Jacque Whaumbush,,,,,,,,,,,,,,0,All
Total,"1,720","1,250","1,014","1,008",801,616,583,564,549,287,246,217,174,154,All
