col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Representative In Congress 3rd District - Democrat,,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,All
,Dwight Evans,Kevin Johnson,Marylouise Isaacson,Rhea Powell,Micah Mahjoubian,Andi Perez,Judi Golding Baker,Mariel J K Martin,Tom Young,Amanda Mcillmurray,Darrell L Clarke,Noam Kugelmass,Matthew D Myers,Joe Celentano,Jon Geeting,All
Dwight Evans,408,0,"1,725","1,364","1,521","1,378","1,387","1,312","1,205","1,025","1,138",780,864,722,468,All
Kevin Johnson,,109,354,404,292,303,314,286,254,337,174,248,171,209,149,All
Marylouise Isaacson,,,29,"1,697","1,892","1,833","1,855","1,770","1,495","1,574","1,316",972,"1,087",869,566,All
Rhea Powell,,,,61,"1,385","1,360","1,299","1,229","1,101","1,514",791,"1,097",556,996,617,All
Micah Mahjoubian,,,,,32,"1,611","1,449","1,433","1,412","1,099","1,209",961,940,820,474,All
Andi Perez,,,,,,5,"1,509","1,555","1,304","1,153","1,196",836,983,703,519,All
Judi Golding Baker,,,,,,,8,"1,516","1,152","1,199","1,206",715,"1,065",551,377,All
Mariel J K Martin,,,,,,,,1,"1,225","1,182","1,132",697,960,586,398,All
Tom Young,,,,,,,,,14,850,963,758,903,809,472,All
Amanda Mcillmurray,,,,,,,,,,5,672,856,506,755,475,All
Darrell L Clarke,,,,,,,,,,,32,463,910,380,298,All
Noam Kugelmass,,,,,,,,,,,,8,345,664,414,All
Matthew D Myers,,,,,,,,,,,,,2,320,247,All
Joe Celentano,,,,,,,,,,,,,,6,401,All
Jon Geeting,,,,,,,,,,,,,,,12,All
Total,"2,888",706,"2,835","2,496","2,463","2,300","2,238","2,129","1,971","1,924","1,768","1,439","1,341","1,267",879,All
