col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,order,division
,Governor - Republican,,,Member Of The - Republican State Committee 13th Congressional District,,,,,1,All
,Paul Mango,Scott R Wagner,Laura Ellsworth,Camille G Mccolgan,Margaret L Recupido,Dan Tinney,Linwood Holland,Joseph Giedemann,2,All
Paul Mango,"3,454",0,0,"1,340","1,200","1,289","1,013","1,118",3,All
Scott R Wagner,,"3,691",0,"1,186","1,042",804,"1,086",683,4,All
Laura Ellsworth,,,"2,083",610,614,408,376,333,5,All
Camille G Mccolgan,,,,12,"2,113","1,388","1,629","1,274",6,All
Margaret L Recupido,,,,,13,"1,224","1,497","1,126",7,All
Dan Tinney,,,,,,12,837,"1,610",8,All
Linwood Holland,,,,,,,13,754,9,All
Joseph Giedemann,,,,,,,,10,10,All
Total,"5,963","5,689","3,049","3,185","2,900","2,547","2,517","2,172",11,All
