col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,order,division
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Representative In Congress 5th District - Democrat,,,,,,,,,,,,,1,All
,Torri Douglas,Kyle J Sampson,Marisa Piccarreto,Kyle Shenandoah,Rich Lazer,Theresa M Wright,Lindy Li,Molly Sheehan,Ashley Lunkenheimer,Thaddeus Kirkland,Mary Gay Scanlon,Greg Vitali,Margo Davidson,Dan Muroff,David Wertime,Larry Arata,Shelly Chauncey,2,All
Torri Douglas,302,771,767,750,8,16,8,9,4,2,4,3,2,0,0,0,0,3,All
Kyle J Sampson,,139,728,734,9,8,8,8,5,3,4,1,2,0,0,0,0,4,All
Marisa Piccarreto,,,86,725,7,9,6,6,3,1,4,1,2,0,0,0,0,5,All
Kyle Shenandoah,,,,73,6,7,7,6,3,1,4,2,3,0,0,0,0,6,All
Rich Lazer,,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,7,All
Theresa M Wright,,,,,,3,0,0,0,0,0,0,0,0,0,0,0,8,All
Lindy Li,,,,,,,3,0,0,0,0,0,0,0,0,0,0,9,All
Molly Sheehan,,,,,,,,2,0,0,0,0,0,0,0,0,0,10,All
Ashley Lunkenheimer,,,,,,,,,1,0,0,0,0,0,0,0,0,11,All
Thaddeus Kirkland,,,,,,,,,,2,0,0,0,0,0,0,0,12,All
Mary Gay Scanlon,,,,,,,,,,,1,0,0,0,0,0,0,13,All
Greg Vitali,,,,,,,,,,,,0,0,0,0,0,0,14,All
Margo Davidson,,,,,,,,,,,,,1,0,0,0,0,15,All
Dan Muroff,,,,,,,,,,,,,,0,0,0,0,16,All
David Wertime,,,,,,,,,,,,,,,0,0,0,17,All
Larry Arata,,,,,,,,,,,,,,,,0,0,18,All
Shelly Chauncey,,,,,,,,,,,,,,,,,0,19,All
Total,"1,149",934,869,844,22,20,15,13,7,6,5,4,4,0,0,0,0,20,All
