col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,All
,James Harrity,Mona Getzes Cohen,Meagan Ingerson,Erica Vanstone,Catherine Bartch,Richard Lombardo,Frank T Brzozowski,Marnie Aument Loughrey,Billy Cortes,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,All
James Harrity,100,"3,454","3,542","3,710","3,140","3,525","3,174","2,728","2,779","3,040","1,013",875,934,68,All
Mona Getzes Cohen,,126,"3,871","3,023","2,431","2,430","2,051","1,920","1,829","2,071","1,198",934,"1,317",64,All
Meagan Ingerson,,,65,"3,220","2,543","2,496","2,187","2,055","1,834","1,998","1,219",976,"1,073",65,All
Erica Vanstone,,,,6,"3,534","3,554","3,212","3,037","2,883","2,174","1,208",820,532,61,All
Catherine Bartch,,,,,29,"2,960","2,595","2,919","2,528","2,048","1,002",732,417,38,All
Richard Lombardo,,,,,,17,"3,104","2,564","2,707","2,220",838,641,444,65,All
Frank T Brzozowski,,,,,,,12,"2,307","2,395","2,011",664,626,390,51,All
Marnie Aument Loughrey,,,,,,,,3,"2,255","1,719",806,613,324,34,All
Billy Cortes,,,,,,,,,14,"1,744",715,477,314,64,All
Mike Stack,,,,,,,,,,710,0,0,0,0,All
Nina Ahmad,,,,,,,,,,,266,0,0,0,All
John Fetterman,,,,,,,,,,,,438,0,0,All
Kathi Cozzone,,,,,,,,,,,,,189,0,All
Ray Sosa,,,,,,,,,,,,,,24,All
Total,"6,230","5,788","5,481","4,964","4,425","4,384","3,921","3,651","3,466","5,320","2,038","1,978","1,967",164,All
