col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Representative In Congress 2nd District - Democrat,,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,All
,Brendan F Boyle,Michele Lawrence,Rhea Powell,Marylouise Isaacson,Amanda Mcillmurray,Andi Perez,Micah Mahjoubian,Judi Golding Baker,Tom Young,Mariel J K Martin,Noam Kugelmass,Darrell L Clarke,Joe Celentano,Matthew D Myers,Jon Geeting,All
Brendan F Boyle,"21,192",0,"1,101","1,069",872,"1,002","1,003",709,985,898,623,948,671,602,608,All
Michele Lawrence,,"10,817","1,375",998,938,907,917,711,788,791,709,679,650,359,530,All
Rhea Powell,,,"1,341","9,855","9,802","8,426","8,128","7,991","7,330","7,600","7,255","5,205","6,857","3,573","4,461",All
Marylouise Isaacson,,,,193,"9,322","9,030","8,553","8,061","7,352","8,750","5,825","6,250","5,042","4,976","3,575",All
Amanda Mcillmurray,,,,,437,"7,427","6,391","7,570","5,728","7,342","5,640","4,521","5,046","3,419","3,694",All
Andi Perez,,,,,,152,"7,595","6,404","6,739","7,625","5,267","5,741","4,644","4,461","3,736",All
Micah Mahjoubian,,,,,,,380,"5,526","7,162","6,596","5,704","5,293","5,099","4,022","2,945",All
Judi Golding Baker,,,,,,,,532,"4,525","6,337","5,061","4,776","3,433","4,473","2,976",All
Tom Young,,,,,,,,,464,"5,860","5,545","4,737","5,510","4,220","3,361",All
Mariel J K Martin,,,,,,,,,,91,"4,365","5,472","3,764","4,524","2,658",All
Noam Kugelmass,,,,,,,,,,,269,"3,036","4,586","2,928","3,238",All
Darrell L Clarke,,,,,,,,,,,,606,"2,590","4,492","2,125",All
Joe Celentano,,,,,,,,,,,,,586,"2,196","3,183",All
Matthew D Myers,,,,,,,,,,,,,,480,"2,053",All
Jon Geeting,,,,,,,,,,,,,,,256,All
Total,"23,300","12,828","16,573","14,538","13,171","12,762","12,513","12,008","11,961","11,599","10,381","10,118","9,300","8,263","6,726",All
